FIPStxt,Stabr,Unemployment_rate_2008,Unemployment_rate_2012,Unemployment_rate_2016
51081,VA,5.5,8.6,5.1
51083,VA,6.8,9.5,5.9
51085,VA,3.4,5.5,3.5
51087,VA,3.6,6.0,3.9
51089,VA,8.0,10.6,5.6
51091,VA,5.1,4.9,3.2
51093,VA,3.7,6.3,4.4
51095,VA,3.2,5.7,3.9
51097,VA,4.6,6.6,4.2
51099,VA,5.1,6.5,4.3
51101,VA,3.7,6.3,3.8
51103,VA,5.7,8.0,5.7
51105,VA,5.3,8.3,6.9
51107,VA,2.8,4.4,3.2
51109,VA,4.2,6.2,3.9
51111,VA,5.9,7.6,4.7
51113,VA,3.7,4.8,3.2
51115,VA,3.6,5.7,4.0
51117,VA,6.5,9.4,5.7
51119,VA,3.8,6.1,3.9
51121,VA,4.1,5.9,4.2
51125,VA,3.6,5.8,3.6
51127,VA,3.6,5.6,3.4
51131,VA,5.4,9.3,5.9
51133,VA,5.7,8.2,5.5
51135,VA,5.5,6.4,4.0
51137,VA,4.6,6.7,4.1
51139,VA,6.9,10.2,5.6
51141,VA,6.5,9.1,4.9
51143,VA,6.6,7.8,4.8
51145,VA,3.4,5.6,3.6
51147,VA,5.5,8.5,5.4
51149,VA,4.3,7.4,4.9
51153,VA,3.3,5.3,3.7
51155,VA,6.4,7.4,6.0
51157,VA,3.5,5.4,3.6
51159,VA,5.0,6.4,3.7
51161,VA,3.2,5.2,3.6
51163,VA,4.1,6.1,4.4
51165,VA,3.3,5.7,3.6
51167,VA,5.8,8.7,6.5
51169,VA,5.4,7.5,4.9
51171,VA,4.7,6.4,3.8
51173,VA,6.1,9.6,5.9
51175,VA,4.8,6.3,4.0
51177,VA,3.4,6.1,4.1
51179,VA,3.4,5.8,4.0
51181,VA,4.5,7.8,5.3
51183,VA,5.8,9.7,6.3
51185,VA,4.4,8.3,7.6
51187,VA,4.4,6.7,4.1
51191,VA,4.9,6.7,4.6
51193,VA,5.0,7.3,4.6
51195,VA,4.6,8.9,8.6
51197,VA,5.3,7.7,5.8
51199,VA,3.3,5.8,3.9
51510,VA,2.8,4.1,2.9
51520,VA,5.8,7.3,5.1
51530,VA,5.1,7.9,5.1
51540,VA,3.9,5.1,3.4
51550,VA,3.9,6.4,4.3
51570,VA,4.4,7.0,4.5
51580,VA,6.8,9.0,5.9
51590,VA,9.2,10.3,6.1
51595,VA,7.4,10.6,6.5
51600,VA,3.2,4.3,3.1
51610,VA,4.0,4.0,2.8
51620,VA,6.3,10.0,6.1
51630,VA,6.0,7.1,4.8
51640,VA,6.1,8.9,5.0
51650,VA,4.7,8.2,5.8
51660,VA,4.2,7.4,4.9
51670,VA,6.0,10.1,6.6
51678,VA,6.4,8.8,6.2
51680,VA,4.8,7.5,5.3
51683,VA,4.2,5.6,3.6
51685,VA,3.7,5.3,3.7
51690,VA,11.9,12.8,7.1
51700,VA,4.6,7.5,5.2
51710,VA,5.3,7.6,5.3
51720,VA,5.2,7.7,6.9
51730,VA,7.3,12.0,7.9
51735,VA,3.0,5.4,3.5
51740,VA,5.2,8.8,6.2
51750,VA,5.3,7.9,5.5
51760,VA,5.8,7.5,4.7
51770,VA,4.5,7.2,4.3
51775,VA,3.6,5.9,4.0
51790,VA,4.3,6.4,3.9
51800,VA,4.1,7.0,4.7
51810,VA,3.6,5.7,4.0
51820,VA,4.9,7.0,4.2
51830,VA,8.6,8.3,5.6
51840,VA,4.5,6.7,4.0
53000,WA,5.4,8.1,5.3
53001,WA,6.6,9.1,6.5
53003,WA,6.7,7.8,5.0
53005,WA,5.4,9.3,6.3
53007,WA,5.9,8.0,5.7
53009,WA,7.6,10.5,7.6
53011,WA,7.5,9.4,6.1
53013,WA,7.5,8.3,6.5
53015,WA,8.7,10.7,7.2
53017,WA,5.7,9.1,6.9
53019,WA,9.4,15.7,10.4
53021,WA,6.6,9.7,7.5
53023,WA,4.9,7.6,5.9
53025,WA,6.8,9.5,7.2
53027,WA,8.2,13.0,8.3
53029,WA,5.8,8.1,5.9
53031,WA,5.9,10.0,7.1
53033,WA,3.9,6.3,3.8
53035,WA,5.3,7.9,5.6
53037,WA,6.3,8.8,6.0
53039,WA,8.0,10.2,6.8
53041,WA,8.7,12.0,7.8
53043,WA,5.8,7.3,5.6
53045,WA,7.5,10.9,7.6
53047,WA,6.9,9.5,6.7
53049,WA,8.1,12.0,8.1
53051,WA,9.1,12.8,8.9
53053,WA,6.1,9.3,6.0
53055,WA,4.0,6.4,4.7
53057,WA,6.1,9.7,6.5
53059,WA,9.1,10.6,6.9
53061,WA,4.6,7.5,4.2
53063,WA,6.0,9.1,6.1
53065,WA,8.5,11.8,8.3
53067,WA,5.4,8.4,5.6
53069,WA,7.7,12.7,8.6
53071,WA,5.2,7.5,5.4
53073,WA,5.3,8.1,5.8
53075,WA,4.3,6.6,5.0
53077,WA,7.3,10.6,7.6
54000,WN,4.3,7.5,6.1
54001,WV,4.9,8.3,6.8
54003,WV,4.7,6.7,4.0
54005,WV,3.9,10.4,9.1
54007,WV,5.2,10.8,8.8
54009,WV,5.7,8.7,7.1
54011,WV,3.9,6.5,4.8
54013,WV,6.8,11.1,12.9
54015,WV,6.3,12.0,10.4
54017,WV,4.9,6.3,5.2
54019,WV,4.6,8.7,7.9
54021,WV,3.8,7.8,8.3
54023,WV,5.3,8.8,5.9
54025,WV,5.5,8.0,5.4
54027,WV,4.3,7.9,4.4
54029,WV,5.8,9.3,7.0
54031,WV,4.6,10.6,5.7
54033,WV,3.9,6.5,5.8
54035,WV,5.1,8.5,6.5
54037,WV,3.8,5.4,3.4
54039,WV,3.5,6.6,5.5
54041,WV,4.2,7.0,8.5
54043,WV,4.7,10.3,8.5
54045,WV,4.2,9.7,10.2
54047,WV,5.9,12.1,12.2
54049,WV,3.6,6.4,6.5
54051,WV,5.1,8.1,8.0
54053,WV,7.0,9.9,7.1
54055,WV,4.0,8.4,6.7
54057,WV,4.6,8.5,6.0
54059,WV,4.2,9.7,12.6
54061,WV,2.8,5.2,4.3
54063,WV,4.5,7.2,4.6
54065,WV,5.3,7.3,4.4
54067,WV,4.6,9.3,8.8
54069,WV,4.2,6.4,5.6
54071,WV,4.3,6.8,3.9
54073,WV,5.9,8.7,8.2
54075,WV,7.1,10.2,6.7
54077,WV,3.9,7.1,5.8
54079,WV,3.3,6.4,4.9
54081,WV,4.0,7.3,7.0
54083,WV,5.4,8.7,6.0
54085,WV,5.5,7.4,6.6
54087,WV,6.4,11.4,10.3
54089,WV,5.0,8.9,6.1
54091,WV,4.4,6.8,5.6
54093,WV,6.4,8.1,5.4
54095,WV,6.3,9.2,8.9
54097,WV,4.2,7.8,7.5
54099,WV,4.7,7.6,6.6
54101,WV,5.5,10.7,8.3
54103,WV,7.2,9.4,9.3
54105,WV,6.0,11.0,8.8
54107,WV,4.7,7.3,5.7
54109,WV,4.7,9.2,10.2
55000,WI,4.9,7.0,4.0
55001,WI,7.0,10.9,6.0
55003,WI,6.0,9.3,5.4
55005,WI,5.7,7.9,4.5
55007,WI,6.7,10.8,6.9
55009,WI,4.6,6.6,3.6
55011,WI,4.3,6.3,4.5
55013,WI,7.2,9.0,6.0
55015,WI,4.3,5.3,3.2
55017,WI,5.3,6.8,4.3
55019,WI,5.6,7.4,3.9
55021,WI,5.1,7.2,3.6
55023,WI,6.0,8.5,4.9
55025,WI,3.4,4.9,2.8
55027,WI,5.1,7.2,3.6
55029,WI,5.4,10.3,5.0
55031,WI,5.3,6.9,5.2
55033,WI,4.4,6.6,4.1
55035,WI,4.1,5.8,3.4
55037,WI,5.9,8.3,5.9
55039,WI,4.8,6.5,3.5
55041,WI,7.0,11.0,6.2
55043,WI,4.8,6.0,3.9
55045,WI,4.7,6.2,3.3
55047,WI,5.6,7.5,4.9
55049,WI,4.7,6.7,3.5
55051,WI,7.9,10.5,7.4
55053,WI,5.7,7.3,4.4
55055,WI,4.9,6.7,3.9
55057,WI,6.0,8.4,4.4
55059,WI,5.5,8.2,4.6
55061,WI,4.5,6.5,3.7
55063,WI,3.9,5.4,3.6
55065,WI,4.2,5.6,3.2
55067,WI,6.1,9.3,5.2
55069,WI,5.7,9.1,4.4
55071,WI,5.0,7.8,4.3
55073,WI,4.6,7.3,3.6
55075,WI,6.1,8.3,5.5
55077,WI,6.4,8.8,5.1
55078,WI,10.7,16.3,7.6
55079,WI,5.7,8.6,5.0
55081,WI,4.7,7.3,3.8
55083,WI,6.3,8.4,4.4
55085,WI,6.1,8.7,4.9
55087,WI,4.7,6.4,3.5
55089,WI,3.9,5.5,3.3
55091,WI,4.8,5.7,3.8
55093,WI,4.4,5.5,4.0
55095,WI,5.9,8.0,4.6
55097,WI,4.5,7.3,3.8
55099,WI,5.1,7.5,4.3
55101,WI,5.8,8.4,4.9
55103,WI,4.7,6.3,3.8
55105,WI,6.3,8.3,4.4
55107,WI,7.0,9.0,5.1
55109,WI,4.5,5.7,3.8
55111,WI,4.9,6.9,3.6
55113,WI,7.0,10.8,6.2
55115,WI,5.2,8.0,4.1
55117,WI,4.5,6.8,3.4
55119,WI,6.6,7.2,4.1
55121,WI,4.6,5.7,3.7
55123,WI,4.9,6.4,3.6
55125,WI,6.4,10.0,5.7
55127,WI,4.8,7.2,4.0
55129,WI,6.7,7.9,5.0
55131,WI,4.4,6.1,3.3
55133,WI,4.0,5.8,3.4
55135,WI,5.4,7.6,3.9
55137,WI,5.9,8.8,5.0
55139,WI,4.4,6.7,3.6
55141,WI,5.4,7.5,4.7
56000,WI,3.1,5.3,5.3
56001,WY,2.5,4.3,3.2
56003,WY,4.0,5.6,5.0
56005,WY,2.0,4.6,7.2
56007,WY,3.2,5.2,4.7
56009,WY,2.8,4.3,6.2
56011,WY,2.9,4.9,4.6
56013,WY,4.1,6.0,7.2
56015,WY,3.5,4.7,3.5
56017,WY,3.3,4.7,4.8
56019,WY,3.3,5.3,5.4
56021,WY,3.9,5.8,4.2
56023,WY,3.5,7.1,4.7
56025,WY,2.8,5.1,7.2
56027,WY,3.4,3.8,3.3
56029,WY,3.5,5.5,4.7
56031,WY,4.1,4.9,4.8
56033,WY,3.1,6.2,4.7
56035,WY,1.6,4.9,6.5
56037,WY,2.4,4.8,6.1
56039,WY,2.9,6.7,3.5
56041,WY,2.9,5.6,5.8
56043,WY,3.5,5.2,4.8
56045,WY,3.2,4.1,5.0
72000,PR,11.8,14.5,11.8
72001,PR,14.0,21.7,16.8
72003,PR,13.0,18.3,14.0
72005,PR,12.3,18.7,14.9
72007,PR,13.3,18.6,14.3
72009,PR,14.6,19.0,14.9
72011,PR,12.5,17.0,12.9
72013,PR,12.1,15.9,13.2
72015,PR,16.8,22.6,18.5
72017,PR,15.4,19.3,14.1
72019,PR,14.0,16.2,12.8
72021,PR,9.9,11.0,9.0
72023,PR,9.7,15.4,12.4
72025,PR,11.6,13.5,10.3
72027,PR,11.1,14.3,12.4
72029,PR,15.0,13.9,11.5
72031,PR,9.3,10.5,8.6
72033,PR,12.8,13.5,10.0
72035,PR,14.3,14.9,10.7
72037,PR,14.4,19.0,13.1
72039,PR,18.7,21.7,16.1
72041,PR,12.8,14.5,10.2
72043,PR,15.9,21.0,18.1
72045,PR,16.8,20.4,13.5
72047,PR,13.4,16.0,12.3
72049,PR,6.6,5.7,3.3
72051,PR,10.1,9.1,8.1
72053,PR,13.9,18.0,13.8
72054,PR,10.3,19.2,14.5
72055,PR,14.8,24.8,18.1
72057,PR,15.0,20.9,16.4
72059,PR,15.6,21.4,18.7
72061,PR,7.3,6.6,6.0
72063,PR,10.8,11.3,8.5
72065,PR,12.6,16.2,15.5
72067,PR,11.4,14.9,12.2
72069,PR,15.5,19.7,14.1
72071,PR,12.4,18.2,14.1
72073,PR,14.4,16.9,12.9
72075,PR,12.5,16.4,14.5
72077,PR,13.7,16.3,13.2
72079,PR,13.7,23.1,18.7
72081,PR,13.3,19.6,19.3
72083,PR,10.9,16.2,14.9
72085,PR,14.0,18.8,13.5
72087,PR,15.5,12.9,11.3
72089,PR,15.6,19.7,14.2
72091,PR,14.3,15.0,11.6
72093,PR,13.5,18.5,15.2
72095,PR,19.3,22.9,18.3
72097,PR,13.1,16.7,13.7
72099,PR,12.0,19.3,15.6
72101,PR,15.9,18.3,13.4
72103,PR,17.2,17.1,12.3
72105,PR,13.1,16.9,13.0
72107,PR,16.8,19.9,15.5
72109,PR,17.0,25.1,20.6
72111,PR,14.9,20.4,16.7
72113,PR,11.7,15.9,13.4
72115,PR,12.5,18.5,16.0
72117,PR,12.9,18.7,15.6
72119,PR,13.0,12.4,10.5
72121,PR,14.5,20.9,15.9
72123,PR,16.9,24.9,21.7
72125,PR,13.5,18.3,15.3
72127,PR,8.7,8.8,7.9
72129,PR,12.8,15.8,12.5
72131,PR,13.2,22.1,18.9
72133,PR,13.0,20.0,16.7
72135,PR,9.0,10.1,8.3
72137,PR,9.9,10.6,9.0
72139,PR,7.9,8.4,7.2
72141,PR,14.2,19.4,15.5
72143,PR,12.8,14.1,11.5
72145,PR,13.2,16.0,13.9
72147,PR,12.5,12.9,10.6
72149,PR,13.8,20.8,20.2
72151,PR,18.1,23.3,16.9
72153,PR,13.1,20.7,18.8
